PROVINCIA;FECHA;CASOS;FALLECIDOS;recuperados;descartados epidemiologia;test negativos;test totales
Córdoba;30/4/2020;2;;;;;
Corrientes;30/4/2020;1;;;;;
Entre Ríos;30/4/2020;0;;;;;
Formosa;30/4/2020;0;;;;;
Jujuy;30/4/2020;0;;;;;
La Pampa;30/4/2020;0;;;;;
La Rioja;30/4/2020;0;;;;;
Mendoza;30/4/2020;5;;;;;
Misiones;30/4/2020;0;;;;;
Neuquén;30/4/2020;2;;;;;
Río Negro;30/4/2020;14;;;;;
Salta;30/4/2020;0;;;;;
San Juan;30/4/2020;0;;;;;
San Luis;30/4/2020;0;;;;;
Santa Cruz;30/4/2020;1;;;;;
Santa Fe;30/4/2020;0;;;;;
Santiago del Estero;30/4/2020;0;;;;;
Tierra del Fuego;30/4/2020;2;;;;;
Tucumán;30/4/2020;2;;;;;
