GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.1_1,Adolfo Alsina,Carhue,,Partido,Part,,AR.BA.AA
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.2_1,Adolfo Gonzales Chaves,Adolfo Gonzal,,Partido,Part,,AR.BA.AC
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.3_1,Alberti,,,Partido,Part,,AR.BA.AL
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.4_1,Almirante Brown,,,Partido,Part,,AR.BA.AB
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.5_1,Ameghino,,,Partido,Part,,
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.6_1,Arrecifes,Bartolome Mitre,,Partido,Part,,AR.BA.BM
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.7_1,Avellaneda,,,Partido,Part,,AR.BA.AV
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.8_1,Ayacucho,,,Partido,Part,,AR.BA.AY
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.9_1,Azul,,,Partido,Part,,AR.BA.AZ
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.10_1,Bahía Blanca,,,Partido,Part,,AR.BA.BB
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.11_1,Balcarce,,,Partido,Part,,AR.BA.BC
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.12_1,Baradero,,,Partido,Part,,AR.BA.BD
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.13_1,Benito Juárez,,,Partido,Part,,AR.BA.BJ
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.14_1,Berazategui,,,Partido,Part,,AR.BA.BZ
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.15_1,Berisso,,,Partido,Part,,AR.BA.BS
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.16_1,Bolívar,,,Partido,Part,,AR.BA.BO
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.17_1,Bragado,,,Partido,Part,,AR.BA.BG
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.18_1,Brandsen,,,Partido,Part,,AR.BA.BR
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.19_1,Campana,,,Partido,Part,,AR.BA.CM
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.20_1,Ca?uelas,,,Partido,Part,,AR.BA.CL
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.21_1,Capitán Sarmiento,,,Partido,Part,,AR.BA.CS
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.22_1,Carlos Casares,,,Partido,Part,,AR.BA.CC
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.23_1,Carlos Tejedor,,,Partido,Part,,AR.BA.CT
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.24_1,Carmen de Areco,,,Partido,Part,,AR.BA.CA
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.25_1,Castelli,,,Partido,Part,,AR.BA.CI
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.26_1,Chacabuco,,,Partido,Part,,AR.BA.CB
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.27_1,Chascomús,,,Partido,Part,,AR.BA.CH
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.28_1,Chivilcoy,,,Partido,Part,,AR.BA.CV
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.29_1,Colón,,,Partido,Part,,AR.BA.CO
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.30_1,Coronel de Marina Leonardo Rosales,Punta Alta|Coronel de Mariana Leonar,,Partido,Part,,AR.BA.CR
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.31_1,Coronel Dorrego,,,Partido,Part,,AR.BA.CD
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.32_1,Coronel Pringles,,,Partido,Part,,AR.BA.CP
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.33_1,Coronel Suárez,,,Partido,Part,,AR.BA.CE
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.34_1,Daireaux,,,Partido,Part,,AR.BA.DA
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.35_1,Dolores,,,Partido,Part,,AR.BA.DO
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.36_1,Ensenada,,,Partido,Part,,AR.BA.EN
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.37_1,Escobar,Belen de Escobar,,Partido,Part,,AR.BA.ES
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.38_1,Esteban Echeverría,Esteban Echeverri,,Partido,Part,,AR.BA.EB
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.39_1,Exaltación de la Cruz,Capilla del Se?or,,Partido,Part,,AR.BA.EC
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.40_1,Florencio Varela,,,Partido,Part,,AR.BA.FC
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.41_1,General Alvarado,Miramar,,Partido,Part,,AR.BA.GD
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.42_1,General Alvear,,,Partido,Part,,AR.BA.GA
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.43_1,General Arenales,,,Partido,Part,,AR.BA.GE
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.44_1,General Belgrano,,,Partido,Part,,AR.BA.GB
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.45_1,General Guido,,,Partido,Part,,AR.BA.GG
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.46_1,General Juan Madariaga,General Juan,,Partido,Part,,AR.BA.GJ
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.47_1,General La Madrid,,,Partido,Part,,AR.BA.GM
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.48_1,General Las Heras,,,Partido,Part,,AR.BA.GH
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.49_1,General Lavalle,,,Partido,Part,,AR.BA.GL
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.50_1,General Paz,,,Partido,Part,,AR.BA.GZ
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.51_1,General Pinto,,,Partido,Part,,AR.BA.GI
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.52_1,General Pueyrredón,Mar del Plata,,Partido,Part,,AR.BA.GP
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.53_1,General Rodríguez,,,Partido,Part,,AR.BA.GR
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.54_1,General San Martín,General San Martín,,Partido,Part,,AR.BA.GN
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.55_1,General Sarmiento,,,Partido,Part,,
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.56_1,General Viamonte,,,Partido,Part,,AR.BA.GT
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.57_1,General Villegas,,,Partido,Part,,AR.BA.GV
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.58_1,Guaminí,Guamin|Guamin,,Partido,Part,,AR.BA.GU
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.59_1,Hipólito Yrigoyen,Henderson,,Partido,Part,,AR.BA.HY
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.60_1,Junín,,,Partido,Part,,AR.BA.JU
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.61_1,La Costa,NN,,Partido,Part,,AR.BA.LC
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.62_1,La Matanza,,,Partido,Part,,AR.BA.LM
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.63_1,La Plata,,,Partido,Part,,AR.BA.LT
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.64_1,Lanús,,,Partido,Part,,AR.BA.LS
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.65_1,Laprida,,,Partido,Part,,AR.BA.LR
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.66_1,Las Flores,,,Partido,Part,,AR.BA.LF
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.67_1,Leandro N. Alem,Vedia|Leonardo N. Alem,,Partido,Part,,AR.BA.LA
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.68_1,Lincoln,,,Partido,Part,,AR.BA.LI
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.69_1,Lobería,,,Partido,Part,,AR.BA.LO
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.70_1,Lobos,,,Partido,Part,,AR.BA.LB
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.71_1,Lomas de Zamora,,,Partido,Part,,AR.BA.LZ
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.72_1,Luján,,,Partido,Part,,AR.BA.LU
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.73_1,Magdalena,,,Partido,Part,,AR.BA.ML
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.74_1,Maipú,,,Partido,Part,,AR.BA.MA
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.75_1,Mar Chiquita,Coronel Vidal,,Partido,Part,,AR.BA.MC
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.76_1,Marcos Paz,,,Partido,Part,,AR.BA.MP
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.77_1,Mercedes,,,Partido,Part,,AR.BA.MD
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.78_1,Merlo,,,Partido,Part,,AR.BA.ME
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.79_1,Monte,San Miguel del Monte,,Partido,Part,,AR.BA.MT
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.80_1,Monte Hermoso,NN,,Partido,Part,,AR.BA.MH
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.81_1,Moreno,Mariano Moreno,,Partido,Part,,AR.BA.MR
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.82_1,Morón,,,Partido,Part,,AR.BA.MN
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.83_1,Navarro,,,Partido,Part,,AR.BA.NA
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.84_1,Necochea,,,Partido,Part,,AR.BA.NE
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.85_1,Nueve de Julio,9 de Julio,,Partido,Part,,AR.BA.NJ
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.86_1,Olavarría,,,Partido,Part,,AR.BA.OL
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.87_1,Patagones,Carmen de Patagones,,Partido,Part,,AR.BA.PA
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.88_1,Pehuajó,,,Partido,Part,,AR.BA.PJ
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.89_1,Pellegrini,,,Partido,Part,,AR.BA.PE
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.90_1,Pergamino,,,Partido,Part,,AR.BA.PG
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.91_1,Pila,,,Partido,Part,,AR.BA.PL
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.92_1,Pilar,,,Partido,Part,,AR.BA.PX
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.93_1,Pinamar,NN,,Partido,Part,,AR.BA.PI
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.94_1,Puán,,,Partido,Part,,AR.BA.PU
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.95_1,Quilmes,,,Partido,Part,,AR.BA.QU
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.96_1,Ramallo,,,Partido,Part,,AR.BA.RM
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.97_1,Rauch,,,Partido,Part,,AR.BA.RU
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.98_1,Rivadavia,,,Partido,Part,,AR.BA.RI
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.99_1,Rojas,,,Partido,Part,,AR.BA.RO
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.100_1,Roque Pérez,,,Partido,Part,,AR.BA.RP
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.101_1,Saavedra,,,Partido,Part,,AR.BA.SD
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.102_1,Saladillo,,,Partido,Part,,AR.BA.SL
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.103_1,Salliqueló,Salliquello|Salliquello,,Partido,Part,,AR.BA.SQ
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.104_1,Salto,,,Partido,Part,,AR.BA.ST
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.105_1,San Andrés de Giles,San Andres de Giles,,Partido,Part,,AR.BA.SG
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.106_1,San Antonio de Areco,San Antonio de,,Partido,Part,,AR.BA.SA
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.107_1,San Cayetano,,,Partido,Part,,AR.BA.SC
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.108_1,San Fernando,,,Partido,Part,,AR.BA.SF
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.109_1,San Fernando (2),,,Partido,Part,,AR.BA.SF
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.110_1,San Isidro,,,Partido,Part,,AR.BA.SI
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.111_1,San Nicolás,San Nicolás de los Arroyo,,Partido,Part,,AR.BA.SN
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.112_1,San Pedro,,,Partido,Part,,AR.BA.SP
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.113_1,San Vicente,,,Partido,Part,,AR.BA.SE
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.114_1,Suipacha,,,Partido,Part,,AR.BA.SU
ARG,Argentina,ARG.1_1,Buenos Aires,,ARG.1.115_1,Tandil,,,Partido,Part,,AR.BA.TD
